"tube_yield"	"flask_yield"
"10"	73.0954516821501	70.396174692911
"11"	34.9021589687771	4.15115141474233
"12"	53.1371041827887	50.0337747988338
"13"	67.2120979565021	68.8910716317834
"15"	0.888361407719402	0.449070933606853
"16"	48.2521777148938	47.3023761588105
"19"	1.1983899218145	0.691705821026284
"20"	28.1008964831485	0.661348505190385
"31"	63.1205596667574	68.6921136105726
"33"	66.5986624600055	67.4039067251659
"34"	36.9050126082027	20.8907446136996
"35"	57.1183155993171	58.5914118137251
"36"	31.6422923174951	6.81266786590849
"37"	39.278371296072	13.170214065123
"38"	46.0386158086041	15.6068552689214
"39"	55.0567431949025	46.4662859602731
"40"	45.7443033456806	27.9804546231746
"41"	45.9530426954515	16.1851950061297
"47"	1.78038707945036	9.32861805524242
"48"	75.3423061200553	7.81799455908352
"49"	61.7018857839076	26.5289155144936
"50"	52.8499829131393	0.641720738325803
"51"	1.04346990650111	9.8786713127575
"52"	57.2635112833839	28.6346878296456
"53"	39.7623399427664	1.35713091979312
"54"	48.6992783128791	1.30772869105778
"56"	53.1096441401537	7.47312630276002
"59"	45.2434715043594	1.58265577726308
"61"	56.4489688272315	41.0342065248064
"62"	53.6033674656861	39.3554257631552
"67"	59.1104585704655	4.57532733127354
"68"	49.5211432580152	29.0650610566878
"74"	22.5807002660082	0.658056462954417
"76"	39.8440963712877	10.6828918433368
"84"	55.1504393732379	0.930165850698939
"85"	8.14097865764938	0.826690395209129
"86"	36.9207490606117	5.84299367319716
"87"	7.74724990140791	0.620602152583783
"88"	65.1924988748433	63.6712060558337
"89"	64.1531415425542	65.1322069291723
"90"	63.1716517297988	48.7107006009692
"91"	71.4139156001976	68.4959746852468
"92"	58.0562170589298	32.1157193428597
"93"	45.6665144259533	37.4893636958494
"94"	46.8424897974938	35.0430911611192
"97"	53.1101083683747	38.9677111732145
"99"	48.4164723405689	42.767886172313
"100"	57.450986241516	50.7835710471714
"101"	66.9990181577197	57.7186921947863
"103"	12.2317819723868	0
"104"	6.2328340898887	0
"105"	33.2619713072052	7.59169292739038
"106"	22.7572045450731	0
"107"	42.4596646619515	0
"108"	24.2751360667873	0
"109"	42.271053173472	35.4231617690817
"110"	1.33956461073775	0
"111"	26.6179406432874	27.2211344995643
"112"	40.5265039200926	8.71674119346058
"115"	41.6500030158262	0.38699090360762
"116"	29.3502591326254	10.5216713990905
"117"	30.303961005941	0
"118"	0.669221740891024	13.8625047289909
"120"	31.2467711394506	0
"121"	27.5826288557977	0
"122"	23.928111437865	0
"125"	29.8179381792003	0
"127"	51.2812784584928	0
"129"	39.6944535319761	2.10016886247524
"130"	33.2500000921526	33.2294204719369
"131"	38.0642276016846	0
"132"	72.6172953625686	59.7624600514077
"133"	44.1123975175332	4.37552645918758
"135"	55.7033028588578	0
"139"	48.0140176968709	32.7767097490846
"140"	67.4905882746568	64.2668801822022
"141"	48.15751850063	34.9142403002792
"143"	49.781185242628	55.6015545491088
"144"	46.5763542121968	17.2486477280703
"149"	21.013553878773	0
"150"	39.309315179637	6.61212922397013
"151"	29.9132051740635	5.54157789067874
"152"	11.607834468531	0.36305821760647
"154"	48.762974059098	13.7973360242039
"155"	13.802639555148	0.475114359192465
"156"	32.8215910772984	2.0818796890775
"157"	22.7061813427185	0.732094961004441
"158"	20.8581916001311	0.435714613714776
"159"	34.0557264367473	78.0674228910915
"160"	46.6165898271056	29.3166803320309
"161"	37.7268231387092	6.62394800521328
"162"	28.9478290267778	0.504350957729807
"163"	35.5273487196036	0.369173967625195
"164"	27.5916382803574	0.705840628449828
"165"	2.33514791771375	0.597077468974258
"166"	0.675742498045705	0.561690591797586
"167"	28.5927035924847	1.3903400432611
"170"	58.1705915280255	49.6486538358821
"171"	47.3079939165391	34.1556672365673
"172"	42.966190264037	0.38497162072425
"175"	1.41694065137073	0
"176"	1.54887771154833	0.56481803406217
"179"	33.4854122906563	0.406387904863342
"182"	42.282016169874	19.6120447388901
"183"	49.7279722032353	45.1547104757688
"184"	57.4620791840216	51.6317832647856
"186"	17.5997263386722	1.59557885782815
"187"	29.8871639860407	3.71444339740324
"188"	15.2235695786542	5.12649018608676
"196"	30.6043997082021	0.397689046595153
"205"	32.252647218138	5.54573229923016
"211"	12.9872276174606	1.26529527691683
"212"	24.7695292255448	0.735463580201018
"213"	21.9866917292834	1.54110773549283
"214"	21.079012992222	24.04750889456
"219"	31.0153469871356	3.44779315745209
"220"	28.4522926804985	0.487696100261199
"221"	7.88366602803052	0.677113818510194
"223"	34.3823287741194	9.67022368966404
"225"	32.2588753742464	0.406360540142998
"226"	28.2499974000977	0.40854796744242
"227"	22.6127090699712	11.4526426150162
"228"	37.3084594564112	23.8186559070945
"229"	33.2871373586374	0.409036381553169
"230"	16.3820670551382	8.30391060426668
"235"	12.4103103405564	0.402808058021227
"237"	42.512549420551	0.866577019501307
"239"	34.831819698752	0.412385889188354
"240"	40.9250358889161	16.3784404615735
"241"	37.8363711214927	0.412043773799945
"242"	33.0191469719204	0.432136918451399
"244"	33.0346196726293	10.3685388255344
"245"	37.8613455448465	7.16270070589557
"246"	17.6686560272536	0.417671571939275
"251"	0.930004075334229	0.50518754280585
"253"	34.922741139664	0.412719451692053
"254"	39.7964271576509	0.603172230073224
"255"	47.0733125055655	3.08169844282697
"257"	29.6140155102457	0.705831171061322
"260"	5.73408521390712	0.469138004603142
"266"	40.7076998649704	0.714350098239032
"267"	14.5946426784742	1.08184808481255
"269"	22.2661331346585	10.637767818101
"270"	17.8358597969512	0.369423777346944
"271"	22.0604988942031	0.63956557615823
"272"	13.7100951693461	0.430527940092271
"273"	38.0314857178943	1.7839419116997
"274"	19.1225591662689	0.614074040481462
"280"	40.2557682632583	0
"281"	10.3971452398831	0.373116906417069
"283"	50.147111024433	35.2320766637283
"285"	61.2285168395183	39.482810876718
"286"	70.4768766541082	69.2410662063537
"291"	58.9139709474561	50.7928473999795
"292"	76.0278028385291	76.7115711075717
"293"	59.8634872924458	47.362551781713
"294"	60.2454576092582	53.3638419646054
"296"	77.1274439495223	70.9046549686846
"297"	59.0048157604304	54.4937001136028
"298"	75.3259144743209	71.7231864263107
"300"	22.8578966904192	17.4291896056392
"302"	25.9062602861683	8.09349170075164
"303"	24.5656892077851	0.400056957348589
"304"	26.5631821126671	0.407514367368866
"306"	45.6493530683805	14.813899068536
"308"	30.007968222994	0.542385340149004
"309"	32.6704371222193	0.389165426155554
"313"	0.989753233524313	1.30273843078936
"314"	36.9564549052519	1.43199753835747
"319"	31.9504594779239	0.693931659126305
"320"	42.4753544292437	19.9667804102339
"324"	17.4802382381217	0.85365700219016
"325"	19.9167705647699	13.6195410518658
"326"	19.469429910284	10.0215632606234
"329"	57.9079584567087	54.9679843241495
"330"	34.8065670886038	42.3103490205925
"331"	63.9801147675322	62.2700034923657
"332"	44.4909735604654	33.6190385566591
"333"	57.2012070082491	57.111883917486
"334"	65.6709241118527	51.6141973054221
